species,has_poser_json,has_anim_json,idle,walk,run,fly,hover,swim,float,sleep,physical,special,status,cry,recoil,clips
dewott,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep
dewpider,True,True,True,False,False,False,False,False,True,True,False,False,False,True,True,blink;cry;ground_idle;happy;hurt;look;shocked;sleep;water_idle;water_sleep
dhelmise,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,attack;faint;ground_idle;ground_walk;sleep;water_idle;water_swim
diggersby,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;cry;ground_idle;ground_walk;portrait;quirk_sleep;sleep;test;walkspeedtest
diglett,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;quirk_idle;sleep
ditto,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep
dodrio,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;bite_quirk1;bite_quirk2;bite_quirk3;blink1;blink2;blink3;cry;faint_wip;ground_idle;ground_walk;sleep
doduo,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;bite_quirk1;bite_quirk2;blink1;blink2;cry;faint_wip;ground_idle;ground_walk;pose;sleep
dolliv,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle
dondozo,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_sleep;ground_walk;water_battle_idle;water_idle;water_sleep;water_swim
donphan,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint_wip;ground_idle;ground_run;ground_walk;sleep
doublade,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;hurt;render;sad;shock;unamused
dracovish,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep;water_battle_idle;water_cry;water_idle;water_swim;watersleep
dracozolt,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep
dragalge,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,blink;cry;water_idle
dragapult,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,air_fly;air_glide;battle_idle;blink;blink2;blink3;cry;dreepy_size;ground_idle;ground_run;ground_walk;new2;physical;physical_old;pose;recoil;ride_air_fly;ride_air_glide;ride_ground_run;ride_ground_walk;sleep;special;special_old
dragonair,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;ditto_face;ground_idle;ground_run;ground_walk;open_wings;render;sleep;surfacewater_idle;surfacewater_swim;water_idle;water_sleep;water_swim
dragonite,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,air_fly;air_glide;air_idle;battle_idle;blink;cry;ditto_face;ground_idle;ground_walk;render;ride_air_dive;ride_air_fly;ride_air_glide;ride_ground_walk;shock;sleep;surfacewater_idle;surfacewater_swim;water_idle;water_swim
drakloak,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,angry;battle_idle;blink;blink2;cry;ground_idle;ground_run;ground_walk;happy;sad;shock;sleep;unamused
drampa,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,active_pose;blink;cry;ground_idle
drapion,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;mouth_open;sad;shock
dratini,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,angry;battle_idle;blink;cry;ditto_face;ground_idle;ground_run;ground_walk;happy;hurt;render;sad;sleep;surfacewater_swim;water_idle;water_sleep;water_swim
drednaw,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
dreepy,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;shoulder_left;shoulder_right;sleep
drifblim,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;faint;ground_idle;ground_walk;ride_air_fly;sleep
drifloon,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;faint;ground_idle;ground_walk;sleep
drilbur,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,angry;battle_cry;battle_idle;blink;claw_test;cry;demon;disintrested;drill_test;ground_idle;ground_walk;happy;hurt;physical;quirktest;recoil;sad;scale;sleep;special;status;surprised;walkspeedtest
drizzile,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;hurt;sad;shock;sleep;smile
drowzee,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,battle_cry;battle_idle;blink;cry;expressions;ground_idle;pose;scale;sleep;t_pose
druddigon,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,angry;battle_idle;ground_idle;happy;hold_item;mouth_test;new;rage;sad;surpised;unamused
dubwool,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,blink;cry;eat;faint;ground_idle;ground_run;ground_walk;sleep
ducklett,True,True,True,False,False,True,True,False,True,False,False,False,False,True,False,air_fly;air_idle;blink;cry;ground_idle;surfacewater_idle;water_idle
dudunsparce,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,base;battle_idle;blink;chest_test;cry;ground_idle;ground_run;ground_walk;mouths_test;pose;pose2;recoil;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sleep;unused flying;walkspeedtest;wingflap_quirk
dugtrio,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;blink2;blink3;cry;faint;ground_idle;ground_walk;quirk_idle;quirk_idle2;quirk_idle3;sleep
dunsparce,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,base;battle_base;battle_cry;battle_idle;blink;cry;ground_idle;ground_run;ground_walk;hiding;mouths_test;physical;pose;recoil;runspeedtest;sleep;special;status;unused flying;walkspeedtest;wingflap_quirk
duosion,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;blink;ground_idle;happy;hurt;sad
durant,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_walk
dusclops,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,air_fly;air_idle;battle_idle;blink;claphehehe;faint;ground_idle;ground_walk;sleep
dusknoir,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,angry;battle_cry;battle_idle;cry;faint;ground_idle;ground_run;ground_walk;happy;idle_quirk;physical;pose;recoil;ride_ground_run;sad;shock;sleep;special;status;unamused
duskull,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,air_fly;air_idle;battle_idle;faint;ground_idle;ground_walk;sleep
dwebble,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,battle_cry;battle_idle;battle_quirk;blink;cry;eye_quirk;faint;ground_idle;ground_run;ground_walk;happiness_quirk;look_quirk;look_quirk_shoulder;physical;recoil;runspeed_test;shoulder_left;shoulder_left_test;shoulder_right;shoulder_right_test;size_test;sleep;special;status;walkspeed_test
eelektrik,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,air_idle;angry;blink;cry;ground_idle;happy;hurt;render;sad;shock;water_idle
eelektross,True,True,True,False,False,True,True,True,True,False,False,False,False,True,True,air_fly;air_idle;angry;blink;cry;ground_idle;happy;hurt;sad;shock;water_idle;water_swim
eevee,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose
eiscue,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep;water_idle;water_surface;water_swim
ekans,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;sleep;summary_idle
eldegoss,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,battle_idle;battle_sleep;blink;cry;ground_idle;ground_walk;recoil;walk_test
electabuzz,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,ambient_sleep;battle_idle;blink;cry;faint_wip;ground_idle;ground_walk;new;sleep
electivire,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
electrike,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;hurt;item_hold;sad;size
electrode,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk
elekid,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_run_wip;ground_walk;run_test;sleep;walk_test
elgyem,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,battle_idle;blink;cry;faint;ground_idle;ground_walk;idle_pose;lights_quirk1;lights_quirk2;lights_quirk3;look_quirk;recoil;render;sleep;sleep_alt;walk_test
emboar,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;battle_quirk;blink;cry;ground_idle;ground_walk;happy;look_quirk;mouth_open;recoil;sad;sleep;sniff_quirk;unamused
emolga,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,air_fly;air_idle;blink;ground_idle;render
empoleon,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,angry;battle_idle_old;blink;cry;ground_idle_old;ground_walk_old;happy;idk;recoil;sad;shock;sleep_old;water_idle_old;water_swim_old
escavalier,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle
espathra,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,basepose;blink;cry;faint;ground_idle;ground_run;ground_walk;ride_ground_run;ride_ground_walk;ride_jump;sleep;test_runspeed;test_walkspeed
espeon,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;glow;ground_idle;pose
espurr,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;psychic_eyes;sad;shock;sleep;unamused
excadrill,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,angry;battle_cry;battle_idle;blink;claw_test;cry;demon;disintrested;drill_test;drill_transition_test;ground_idle;ground_walk;happy;hurt;new;physical;pose;sad;scale;sleep;special;status;surprised
exeggcute,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,blink;blink2;blink3;blink4;blink5;blink6;faint;ground_idle;ground_walk;portrait;sleep
exeggutor,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;blink2;blink3;cry;faint_wip;ground_idle;ground_walk;sleep
exploud,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,idle
falinks,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,battle_idle;battle_idle2;blink;blink2;blink3;blink4;blink5;blink6;cry;ditto_face;faint;ground_idle;ground_run;ground_walk;physical;sleep;summary_idle
farfetchd,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;ground_idle;ground_walk;pose;quirk_leakflip_idle;quirk_leakflip_walk;quirk_wink;sleep
farigiraf,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;close_hoodie;cry;ground_idle;ground_run;ground_walk;happy;hurt;recoil;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sad;sleep;walkspeedtest
fearow,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,air_idle;cry;ground_idle;happy;hurt;new;sad;unamused
feebas,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,angry;blink;cry;ground_idle;ground_walk;happy;landquirk;recoil;sad;shock;sleep;water_idle;water_swim
fennekin,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,angry;blink;blush;cry;ground_idle;ground_walk;happy;recoil;sad;shock;surprise_hair
feraligatr,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;demon;faint;ground_idle;ground_run;ground_walk;runspeedtest;sleep;walkspeedtest;water_idle;water_sleep;water_swim;watersurface_idle;watersurface_swim
ferroseed,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_idle_stuck;ground_walk;happy;hurt;sad;shock;sleep
ferrothorn,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_walk;hang;happy;hurt;sad;shock;sleep
fidough,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep
finizen,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
finneon,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,blink;cry;ground_faint;ground_idle;ground_walk;quirk;swimspeedtest;walkspeedtest;water_faint;water_idle;water_swim
flaaffy,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_faint_wip;battle_idle;blink;cry;faint_wip;ground_idle;ground_run_wip;ground_walk;runspeedtest;sleep;walkspeedtest
flabebe,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,battle_idle;blink;cry;ground_idle;ground_walk;quirk_look;recoil;sleep
flamigo,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,air_fly;air_idle;air_sleep;angry;battle_idle;blink;cry;ground_idle;ground_walk;happy;quirk_tap;recoil;sad;shock;sleep;surfacewater_idle;surfacewater_swim
flareon,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose
fletchinder,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
fletchling,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
flittle,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;faint;ground_idle;ground_walk;sleep
floatzel,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
floette,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,battle_idle;blink;cry;ground_idle;ground_walk;recoil;sleep
floragato,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,alt_cry;battle_cry;battle_cry_merged;battle_idle;blink;cry;faint_wip;ground_idle;ground_run;ground_walk;idle;runtest;sleep;walktest
florges,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,battle_idle;blink;cry;ground_idle;ground_walk;recoil;sleep
flygon,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,air_fly;air_glide;air_idle;angry;blink;cry;ground_idle;ground_run;ground_walk;happy;hurt;ride_air_fly;ride_air_glide;ride_dive;ride_ground_run;ride_ground_walk;ride_jump;sad;shock;sleep;unamused
fomantis,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;flowering;ground_idle;ground_walk;sleep;wild_sleep
foongus,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,blink;ground_idle;sleep
forretress,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,blink;exploded;faint;ground_idle;ground_run;ground_walk;ride_ground_run;ride_ground_walk;sleep
fraxure,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,angry;battle_idle;blink;cry_placeholder;ground_idle;happy;sad;surprise;unamused
frillish,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,blink;floor;water_idle;water_swim
froakie,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;sleep;water_idle;water_swim
frogadier,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;sleep;water_idle;water_swim
froslass,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;happy;hurt;sad;shock
fuecoco,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;move;sleep
furfrou,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
furret,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk;pose
gabite,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;pose
gallade,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_cry;battle_faint;battle_idle;battle_quirk;blink;cry;faint;ground_idle;ground_run;ground_walk;sleep
galvantula,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink1;blink2;cry;ground_idle
garbodor,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;recoil;sad;shock
garchomp,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,air_fly;air_fly_quirk1;air_fly_quirk2;angry;battle_cry;battle_idle;battle_intro;battle_sleep;bite_wip;blink;cry;faint_wip;ground_idle;ground_run;ground_walk;happy;hold_item;jet;physical;physical_alt;physical_blunt;recoil;ride_air_fly;ride_ground_run;ride_ground_walk;ride_jump_land;ride_jump_liquid;ride_sand_swim;ride_surfacewater_swim;runspeedtest;sad;sand_idle;sand_swim;sandspeedtest;sleep_transition_wip;sleep_wip;special;status;surfacewater_idle;surfacewater_swim;surprised;unamused;walkspeedtest
gardevoir,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;sleep
garganacl,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;sleep
gastly,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,angry;blink;blush;cry;fully_extended;ground_idle;ground_walk;happy;hurt;mouth_test;pose;sad;surprise
gastrodon,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,battle_cry;battle_idle;cry;faint;ground_idle;ground_run;ground_walk;happy;neutral;physical;quirk;recoil;ride_ground_run;ride_ground_walk;ride_jump;runspeed_test;shock;sleep;special;status;surfacewater_idle;surfacewater_swim;walkspeed_test
gengar,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,air_fly;air_idle;blink;cry;ground_idle
geodude,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,battle_cry;battle_idle;blink;cry;ground_idle;ground_run;ground_walk;recoil;render;sleep;status;wild_sleep
gholdengo,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;ground_run;ground_walk;happy;hurt;render;sad;shock;sleep;surfacewater_idle;surfacewater_sleep;surfacewater_swim;unamused;worried
gible,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_walk;walkspeedtest
gigalith,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;cry;faint;ground_idle;ground_walk;sleep;walkspeedtest
gimmighoul,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,angry;battle_cry;battle_idle;blink;cry;dance;ground_idle;ground_walk;happy;hurt;idle_quirk;mimic;render;sad;shock;sleep;surprise;walkspeedtest
girafarig,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,angry;battle_idle;blink;blink2;cry;ground_idle;ground_run;ground_walk;happy;hurt;physical_wip;quirk_battle_idle;quirk_ground_idle;recoil;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sad;scaletest;shock;sleep;walkspeedtest
glaceon,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose
glalie,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;blink;cry;ground_idle;happy;hurt;sad;shock
glameow,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;test
gligar,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle
glimmet,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep
glimmora,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;faint2;ground_idle;ground_walk;sleep
gliscor,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;pose;test
gloom,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,cry;faint;ground_idle;ground_walk;sleep;special_attack
gogoat,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_run;ground_walk;ride_ground_run;ride_ground_walk;ride_jump;runspeedtest;sleep;walkspeedtest
golbat,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;battle_idle;battle_idle_air;blink;cry;crytongue;ground_idle;ground_walk;roost;sleep;walkspeedtest
goldeen,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,blink;cry;ground_battle_idle;ground_idle;ground_walk;movement_test;movement_test_land;quirk_ground_flip;render;water_battle_idle;water_idle;water_swim
golduck,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,blink;cry;ground_idle;ground_walk;sleep;water_idle;water_swim
golem,True,True,True,True,True,False,False,False,False,True,False,False,False,True,True,battle_idle;blink;cry;ground_idle;ground_run;ground_walk;recoil;sleep;wild_sleep1;wild_sleep2;wild_sleep3
golett,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,blink;cry;faint;ground_idle;ground_walk;sleep
golisopod,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;exit;faint;ground_idle;ground_walk;sleep;water_idle;water_swim
golurk,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,air_fly;air_idle;air_pose;battle_cry;battle_idle;battle_pose;cannon;cry;faint;ground_idle;ground_pose;ground_run;ground_walk;off;physical;physical2;pose;quirk_turbulence1;quirk_turbulence2;recoil;red;ride_air_fly;ride_air_idle;ride_ground_run;ride_jump;rocket;sleep;special;status;test_flyspeed;test_runspeed;test_walkspeed
goodra,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
goomy,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
gorebyss,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,ground_idle;water_idle
gossifleur,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,battle_idle;battle_sleep;blink;cry;ground_idle;ground_walk;portrait_idle;quirk_twirl;recoil;walk_test
gothita,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;expressions;ground_idle;portrait_pose;size_test
gothitelle,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;expressions;ground_idle;portrait_pose;size_test
gothorita,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;expressions;ground_idle;portrait_pose;size_test
gourgeist,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,air_fly;air_idle;blink;cry;ground_idle;ground_walk;sleep
grafaiai,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
granbull,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;move;sleep;test2
grapploct,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
graveler,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,battle_cry;battle_idle;battle_recoil;blink;cry;ground_idle;ground_run;ground_walk;look_quirk_wip;recoil;sleep;status;wild_sleep
greedent,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;blink;disinterested;ground_idle;happy;hurt;sad
greninja,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;sleep;water_idle;water_swim
grimer,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;blink;ground_idle;happy;hurt;sad;shock
grimmsnarl,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;ground_idle_untangled;mouth_open
grookey,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;pose
grotle,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;quirk;sleep
grovyle,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
growlithe,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;idle;test;test2;test3
grumpig,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,angry;blink;ground_idle;happy;hurt;sad;shock
gumshoos,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,angry;blink;cry;ground_idle;ground_idle_quadruped;hold_item;sad
gurdurr,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_cry;battle_faint_wip;battle_idle;blink;cry;faint;ground_idle;ground_walk;quirk_idle;sleep;walkspeedtest
gyarados,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,air_battle_idle;air_fly;air_idle;battle_cry;battle_idle;blink;cry;fin_quirk;ground_idle;ground_walk;idle_quirk;look_quirk;mouth_quirk;recoil;ride_air_fly;ride_ground_jump;ride_ground_walk;ride_surface_water;ride_surface_water_jump;ride_water_swim;sleep;surface_swim_test;surface_water_battle_idle;surface_water_idle;surface_water_swim;swim_test;tail_slap_battle_quirk;walk_test;water_battle_idle;water_cry;water_idle;water_placement;water_swim;wild_sleep
happiny,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run;ground_walk;hairshake_quirk;happy_quirk;run speed test;sleep;walk speed test
hariyama,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,blink;ground_idle;pose
hatenna,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,cry;ground_idle
hatterene,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
hattrem,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle
haunter,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry;ground_idle;render;toungue_test
hawlucha,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,angry;battle_idle;blink;cry;ground_idle;happy;hurt;pose;pose2;proud;sad;scale;shock
haxorus,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,angry;blink;cry_placeholder;ground_idle_placeholder;ground_walk_placeholder;happy;sad;shock;unamused
heatmor,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,blink;ground_idle;ground_walk;sleep
heracross,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,air_fly;air_idle;basepose;blink;ground_idle;ground_run;ground_walk;ride_air_fly;ride_dive;ride_ground_run;ride_jump;test_runspeed;test_walkspeed
herdier,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,blink;cry
hippopotas,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;ground_idle;ground_walk;quirk_idle;sleep
hippowdon,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_cry;battle_idle;blink;cry;ground_idle;ground_walk;pose;quirk_idle;quirk_sleep;sand_battle_cry;sand_battle_idle;sand_cry;sand_idle;sand_sleep;sand_swim;sleep;walkspeedtest
hitmonchan,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_run_wip;ground_walk;physical_attack_wip;sleep
hitmonlee,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;faint;ground_idle;ground_walk;pose;sleep
hitmontop,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,battle_idle;blink;cry;demon;faint;ground_idle;ground_run;ground_walk;sleep
honchkrow,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,air_fly;air_glide;air_idle;angry;battle_idle;battle_idle_test;blink;disintrested;folded_wangs;ground_idle;ground_walk;happy;hold_item;hurt;ride_air_fly;ride_air_glide;ride_dive;ride_ground_walk;sad;surprised;test_flyspeed;test_walkspeed;wangs
